path,speaker,action,object,fluency_level,current_language,gender,age_range
dataset/audio/speakers/2BqVo8kVB2Skwgyb/78895af0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7ad87b10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7d5d7840-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/8554a780-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/894c6e90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/8c300680-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/8f0c4b70-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/96357c50-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/98c88340-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/9ae5e500-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/9da79d10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/07858300-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/09bd4a90-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/120de470-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/ce762960-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/d6207120-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/d8f785f0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/db510650-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/dddfc780-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/3710b9e0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/39c24550-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/405a80d0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/4a8299d0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/4d3b0310-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/4f9e4770-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/576a20f0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/64278ad0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7017e0b0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/76ca0cd0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7cfad3f0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/867806f0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/8a953050-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/03592c80-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/3f7b00d0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/42510430-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/452ab110-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/472150f0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/49ac4190-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/521df800-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/592262d0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/5d9bdd00-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/68fceb30-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/71d02290-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7953f690-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7c2035f0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/7ee96810-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/81d5b290-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/843aa4a0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/8c9eed90-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/907d1220-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/934e5a90-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/995b4600-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/9e5f9b10-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/a0d04cf0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/a3877db0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/a9a5f550-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/ae1c8950-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/b3117510-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/b63bb2f0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/b9a1e860-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/bd917210-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/c0317150-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/c4808020-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/2d859240-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/32ff8c80-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/34e73840-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/37a10110-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/3ae074a0-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/47564e30-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/cb6c1650-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/230c5690-447e-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/2d728a00-447e-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2BqVo8kVB2Skwgyb/3075def0-447e-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/3e7e4670-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/4136fdd0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,change language,none,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/4694e490-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/494ead60-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/540ee7b0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/566d2300-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/58ddadd0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/5b3be920-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/5def9770-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/608c8970-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/633eb120-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/66074700-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/688edc40-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/6b41ee50-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/6ddb5de0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/7080db60-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/72e5f480-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/75a98150-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/787858c0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/7b1068c0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/7db5bf30-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/8068f850-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/87585480-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/89aaf710-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/8bf9c910-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/8e931190-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/edcecc80-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/1ca0e200-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/1f4463b0-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/21ab78a0-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/241fd400-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/26236c30-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/28907490-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/2b03be80-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/2d7ad900-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/303df0a0-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/32cbc770-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
dataset/audio/speakers/2ojo7YRL7Gck83Z3/354b6d70-45df-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),female,22-40
